steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
4250126	21249	2688.735542535782	9251.1	1207.3999999999992	16526.22766856774	52151.80000000007	699.2	113.37606558457469	2.9303974827840653
4300234	21502	2720.7972655296326	6146.339999999991	1284.999999999999	7176.255067342259	21381.199999999993	812.7999999999995	113.74120176606287	2.920455725497171
4350259	21753	2752.8300943374634	9215.25999999999	1502.099999999999	13255.673653211456	41494.8	758.0	112.46070323476472	2.9555832462219396
4400080	22003	2784.726200580597	4153.4199999999955	1133.8999999999994	5002.423510837293	11444.199999999995	834.9999999999975	111.34206487278252	2.9108213711650954
4450269	22255	2816.908169031143	4122.539999999991	1151.7999999999997	6829.496740235596	21279.199999999943	807.3999999999994	114.3678362633814	2.9230586681962745
4500027	22504	2848.8304204940796	4138.099999999996	1182.3999999999987	4952.298145081505	11478.199999999983	620.6000000000007	115.89321176544104	2.9140599281376756
4550057	22754	2881.0918951034546	3175.0799999999977	1189.8999999999994	4303.807346163261	11443.999999999984	966.7999999999997	114.03083504917873	2.9607347618096385
4600083	23004	2913.0401587486267	9192.979999999994	1124.0999999999985	12544.480272640496	31616.59999999998	733.4	114.49898454851144	2.9300200300500254
4650282	23255	2945.1600444316864	3120.139999999997	1190.1999999999991	4320.251830159899	11318.199999999993	693.8	114.99795842153162	2.9529228650991284
4700127	23506	2977.1669402122498	3103.079999999995	1037.9999999999993	4332.11165979004	11488.599999999984	940.3999999999996	116.30056299964764	2.9214791201606842
4750089	23758	3009.1856212615967	6129.199999999988	1186.3999999999992	10790.220785301617	30959.59999999993	934.1999999999996	115.41629654018202	2.909733609455016
4800037	24008	3041.172695875168	4163.139999999992	1125.6	6977.276937825449	21754.599999999948	720.0000000000003	116.96516707329918	2.9348662971101547
4850024	24257	3073.1592993736267	4181.719999999996	1213.599999999998	6859.965652780868	21537.399999999983	867.3999999999977	116.73002491187712	2.9434303567518185
4900119	24508	3105.263967514038	5193.639999999997	1182.9999999999986	9821.238825592895	31556.599999999995	981.8000000000001	116.37188636188998	2.959203701031031
4950093	24759	3137.215865135193	3978.81999999999	1032.0999999999992	6783.434508958797	21054.599999999944	537.9999999999999	115.89753330186666	2.861952377339162
5000000	25017	3167.8960189819336	2164.659999999997	1228.5999999999995	3123.547688197573	11044.599999999979	880.1999999999999	116.36588710468868	2.8574284239886847
